,No,標準的な表記,読み,語彙の難易度,品詞1,品詞2(詳細),語種
3824,4131,ギャル,ギャル,4.中級後半,名詞,名詞-普通名詞-一般,外来語
3825,4132,ギャング,ギャング,4.中級後半,名詞,名詞-普通名詞-一般,外来語
3829,4136,キャンバス,キャンバス,4.中級後半,名詞,名詞-普通名詞-一般,外来語
3831,4138,キャンピング,キャンピング,5.上級前半,名詞,名詞-普通名詞-一般,外来語
3832,4139,キャンピングカー,キャンピングカー,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般,外来語
3834,4141,ギャンブル,ギャンブル,4.中級後半,名詞,名詞-普通名詞-一般,外来語
3835,4142,キャンペーン,キャンペーン,4.中級後半,名詞,名詞-普通名詞-一般,外来語
3842,4149,球,キュウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3844,4152,吸引,キュウイン,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3845,4154,救援,キュウエン,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3846,4155,休暇,キュウカ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3847,4156,球界,キュウカイ,6.上級後半,名詞,名詞-普通名詞-一般,漢語
3848,4157,嗅覚,キュウカク,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3850,4160,休刊,キュウカン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3854,4164,休業,キュウギョウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3855,4165,究極,キュウキョク,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3858,4168,求刑,キュウケイ,6.上級後半,名詞,名詞-普通名詞-サ変可能,漢語
3860,4170,吸血,キュウケツ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3861,4171,吸血鬼,キュウケツキ,6.上級後半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,漢語
3863,4173,休講,キュウコウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3864,4174,救済,キュウサイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3865,4175,休止,キュウシ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3866,4176,球児,キュウジ,6.上級後半,名詞,名詞-普通名詞-一般,漢語
3867,4177,旧式,キュウシキ,5.上級前半,名詞,名詞-普通名詞-形状詞可能,漢語
3870,4179,吸収,キュウシュウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3871,4181,救出,キュウシュツ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3872,4183,救助,キュウジョ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3873,4184,球場,キュウジョウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3874,4185,急上昇,キュウジョウショウ,4.中級後半,名詞,名詞-普通名詞-形状詞可能 and 名詞-普通名詞-サ変可能,漢語
3876,4189,休職,キュウショク,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3877,4188,求職,キュウショク,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3878,4191,急進,キュウシン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3879,4190,休診,キュウシン,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3880,4192,求人,キュウジン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3881,4193,吸水,キュウスイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3882,4194,給水,キュウスイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3883,4195,旧姓,キュウセイ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3884,4196,急増,キュウゾウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3886,4198,休息,キュウソク,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3888,4200,球速,キュウソク,6.上級後半,名詞,名詞-普通名詞-一般,漢語
3889,4201,球団,キュウダン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3890,4203,宮廷,キュウテイ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3891,4204,宮殿,キュウデン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3893,4206,給湯,キュウトウ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3896,4210,吸入,キュウニュウ,6.上級後半,名詞,名詞-普通名詞-サ変可能,漢語
3898,4212,給付,キュウフ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3899,4213,急変,キュウヘン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3900,4214,窮乏,キュウボウ,6.上級後半,名詞,名詞-普通名詞-サ変可能,漢語
3901,4215,急務,キュウム,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3902,4216,救命,キュウメイ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3903,4217,給油,キュウユ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3904,4218,給与,キュウヨ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3906,4219,休養,キュウヨウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3908,4223,急流,キュウリュウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3910,4225,旧暦,キュウレキ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3912,4227,寄与,キヨ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3917,4232,京,キョウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3919,4237,橋,キョウ,4.中級後半,名詞,接尾辞-名詞的-一般,漢語
3920,4235,凶,キョウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3921,4240,起用,キヨウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3924,4242,行,ギョウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3927,4247,脅威,キョウイ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3929,4249,教育委員会,キョウイクイインカイ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般 and 名詞-普通名詞-一般,漢語
3930,4250,教育課程,キョウイクカテイ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般,漢語
3931,4251,教育実習,キョウイクジッシュウ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 名詞-普通名詞-サ変可能,漢語
3932,4252,教育者,キョウイクシャ,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
3933,4253,教育的,キョウイクテキ,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-形状詞的,漢語
3934,4254,教員,キョウイン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3935,4255,共演,キョウエン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3936,4256,教科,キョウカ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3937,4257,強化,キョウカ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3939,4259,協会,キョウカイ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3940,4260,境界,キョウカイ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3941,4261,業界,ギョウカイ,4.中級後半,名詞,接尾辞-名詞的-一般 and 接尾辞-名詞的-一般,漢語
3942,4262,業界,ギョウカイ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3944,4264,恐喝,キョウカツ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3945,4266,共感,キョウカン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3946,4265,教官,キョウカン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3947,4267,凶器,キョウキ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3948,4268,競技,キョウギ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3949,4269,協議,キョウギ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3950,4270,行儀,ギョウギ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3951,4272,協議会,キョウギカイ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般,漢語
3952,4273,競技場,キョウギジョウ,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
3953,4274,供給,キョウキュウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3954,4275,境遇,キョウグウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3955,4276,教訓,キョウクン,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3956,4277,強肩,キョウケン,6.上級後半,名詞,名詞-普通名詞-一般,漢語
3957,4278,狂言,キョウゲン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3959,4280,凝固,ギョウコ,6.上級後半,名詞,名詞-普通名詞-サ変可能,漢語
3960,4281,強行,キョウコウ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3961,4282,強硬,キョウコウ,5.上級前半,名詞,形状詞-一般,漢語
3962,4283,教材,キョウザイ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3963,4284,凶作,キョウサク,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3964,4285,協賛,キョウサン,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3965,4286,共産主義,キョウサンシュギ,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般,漢語
3966,4288,共産党,キョウサントウ,4.中級後半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,漢語
3970,4292,強者,キョウシャ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3971,4293,業者,ギョウシャ,4.中級後半,名詞,接尾辞-名詞的-一般 and 接尾辞-名詞的-一般,漢語
3972,4294,業者,ギョウシャ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3973,4295,強弱,キョウジャク,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3975,4297,享受,キョウジュ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3976,4298,業種,ギョウシュ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3977,4299,教習,キョウシュウ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3978,4300,郷愁,キョウシュウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3979,4302,教習所,キョウシュウショ,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
3980,4303,恐縮,キョウシュク,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3981,4304,凝縮,ギョウシュク,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3982,4305,供述,キョウジュツ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3983,4306,教職員,キョウショクイン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3984,4307,強震,キョウシン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3986,4311,強制,キョウセイ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
3987,4309,矯正,キョウセイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3988,4310,共生,キョウセイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
3989,4312,行政,ギョウセイ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3990,4313,行政改革,ギョウセイカイカク,5.上級前半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-サ変可能,漢語
3991,4314,強制執行,キョウセイシッコウ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 名詞-普通名詞-サ変可能,漢語
3992,4315,行政処分,ギョウセイショブン,5.上級前半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-サ変可能,漢語
3993,4316,強制送還,キョウセイソウカン,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 名詞-普通名詞-サ変可能,漢語
3994,4317,強制的,キョウセイテキ,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-形状詞的,漢語
3995,4318,業績,ギョウセキ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
3996,4319,教祖,キョウソ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
3999,4322,競争力,キョウソウリョク,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
4000,4323,共存,キョウゾン,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4001,4324,強打,キョウダ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
4004,4327,教壇,キョウダン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4005,4328,境地,キョウチ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4006,4329,協調,キョウチョウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4007,4330,強調,キョウチョウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4009,4332,共通語,キョウツウゴ,4.中級後半,名詞,名詞-普通名詞-サ変形状詞可能 and 名詞-普通名詞-一般,漢語
4010,4333,共通項,キョウツウコウ,5.上級前半,名詞,名詞-普通名詞-サ変形状詞可能 and 名詞-普通名詞-一般,漢語
4011,4334,協定,キョウテイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
4012,4335,仰天,ギョウテン,6.上級後半,名詞,名詞-普通名詞-サ変可能,漢語
4014,4340,強度,キョウド,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4015,4341,郷土,キョウド,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4016,4343,教頭,キョウトウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4017,4344,共同,キョウドウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4018,4346,協同,キョウドウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4019,4347,協同組合,キョウドウクミアイ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般,漢語
4020,4348,共同体,キョウドウタイ,4.中級後半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
4021,4350,競売,キョウバイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
4022,4351,脅迫,キョウハク,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
4023,4352,脅迫罪,キョウハクザイ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
4024,4353,恐怖,キョウフ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4025,4354,胸部,キョウブ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4027,4356,恐怖症,キョウフショウ,5.上級前半,名詞,名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般,漢語
4028,4357,教本,キョウホン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4031,4360,興味本位,キョウミホンイ,4.中級後半,名詞,名詞-普通名詞-一般 and 名詞-普通名詞-一般,漢語
4032,4361,業務,ギョウム,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4033,4362,共鳴,キョウメイ,5.上級前半,名詞,名詞-普通名詞-サ変可能,漢語
4034,4363,教諭,キョウユ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4035,4364,共有,キョウユウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4036,4365,教養,キョウヨウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4037,4366,強要,キョウヨウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4038,4367,共用,キョウヨウ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4039,4368,郷里,キョウリ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4040,4369,恐竜,キョウリュウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4044,4374,行列,ギョウレツ,4.中級後半,名詞,名詞-普通名詞-サ変可能,漢語
4046,4377,魚介類,ギョカイルイ,4.中級後半,名詞,名詞-普通名詞-一般 and 接尾辞-名詞的-一般,漢語
4047,4378,巨額,キョガク,4.中級後半,名詞,形状詞-一般,漢語
4048,4379,漁業,ギョギョウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4051,4382,局,キョク,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4053,4385,玉,ギョク,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4054,4386,極限,キョクゲン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4055,4387,極小,キョクショウ,6.上級後半,名詞,名詞-普通名詞-一般,漢語
4056,4388,曲線,キョクセン,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4057,4389,極端,キョクタン,4.中級後半,名詞,名詞-普通名詞-形状詞可能,漢語
4059,4391,局長,キョクチョウ,4.中級後半,名詞,名詞-普通名詞-一般,漢語
4060,4392,極度,キョクド,4.中級後半,名詞,名詞-普通名詞-形状詞可能,漢語
4061,4393,極東,キョクトウ,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4062,4394,局番,キョクバン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
4063,4395,局面,キョクメン,5.上級前半,名詞,名詞-普通名詞-一般,漢語
